,ciphertext,degrees_ranked
51572,~01469223ba64db7a57,
51573,~01f9e26c1ddf7ad082,Masters
51574,~015fd9295929c34eaa,Bachelors
51575,~010e4310803f63e642,Bachelors
51576,~0130a1598be95f8b82,Bachelors
51577,~01a607f67792186669,Bachelors
51578,~01eb9a877d6186a959,
51579,~017830c7823dd79778,Masters
51580,~0144fe1dd630a09d36,
51581,~01dd1520f3528e33a8,Bachelors
51582,~0165e7e09401588490,PhD
51583,~01c25a5d33c1b37e1d,Masters
51584,~01aa1c160c8c3f8730,Bachelors
51585,~01282d0f468df28dd9,Masters
51586,~01052705ac95e661b3,Bachelors
51587,~01a6feb80fbaa7836e,Bachelors
51588,~01960aa1ec63d75718,Bachelors
51589,~012c70e489db17acb8,Bachelors
51590,~01c31b2fee91b8a9e6,Masters
51591,~01406142b9b8de9f84,Bachelors
51592,~0174f8b8d91a990fa3,Masters
51593,~01ff04cf70f2860b7d,Masters
51594,~015ada8bd5a2c9121a,
51595,~0182901ab7a3942aee,
51596,~016d2788e6fdf83611,Bachelors
51597,~01f01a5084bea8efd9,Bachelors
51598,~01199cd4a143f0512d,Masters
51599,~0165444be4efc5695a,Bachelors
51600,~01073e1fd0bfa7de92,Masters
51601,~01f04d1b4776af4a60,Masters
51602,~016c076202718f0c1f,Bachelors
51603,~0166d49df050930c9c,MBA
51604,~01f607ac331315e0cd,Masters
51605,~01bf4e7631b44d4c1c,Masters
51606,~016510b30b554559d3,Masters
51607,~0131631875a870e21f,Bachelors
51608,~013aa41d208a433a5d,Masters
51609,~01e8853559f24b1047,Bachelors
51610,~0187ce34bd7207ee52,Masters
51611,~015ace14f15b22ee7e,Bachelors
51612,~01c8263e191270ac30,Masters
51613,~015c5bb9be7a975ebf,PhD
51614,~01dd86968cad5c4550,Bachelors
51615,~017139a0079a35ff21,Masters
51616,~01eb7ea3ed95250162,Masters
51617,~019abff8df8a62fe6b,Masters
51618,~01639cdc83ab7995e8,Masters
51619,~01b9cff467b7d515a8,Bachelors
51620,~012a365167a89996b9,PhD
51621,~015390ca427492c907,
51622,~01d9b5b7c7005ed67f,Masters
51623,~01813c9afa86249448,Bachelors
51624,~01db86d9bf0f581340,PhD
51625,~01918417b615bcdd1f,Masters
51626,~01172a72f0cc7c1a95,PhD
51627,~0114019f283cddb1a9,
51628,~017aae0b7cd4159f8c,Bachelors
51629,~01df301b7ac40d8d34,PhD
51630,~01f8ae58312f733552,Masters
51631,~01618daf1e04f7d2f1,Bachelors
51632,~0108a3f5212ecfb452,
51633,~01e688a9a11193b454,Bachelors
51634,~0190d52807e9e6153f,Bachelors
51635,~01961d5ef9a8c4a5b0,Bachelors
51636,~01cd74680bafc55192,Bachelors
51637,~0179b5bc1101e5cd83,Bachelors
51638,~0175f4cfa10a2314e9,Bachelors
51639,~010b762d084d297ef2,Masters
51640,~0165ac1c98f9757321,
51641,~0196760332703a27de,Masters
51642,~0114148907f98f72eb,PhD
51643,~015d58a91e9050c245,MD
51644,~01b4cf2dfc66203a11,Masters
51645,~01f91498af11a3194f,Bachelors
51646,~014fe729e9ff531030,Associates
51647,~01c84833546c02599c,Bachelors
51648,~01c0e10292b70ad4f5,Bachelors
51649,~0131b7505f85ad1fcb,
51650,~018aa0ef514ec6e6f9,Masters
51651,~01f3febe66b470897b,
51652,~01ff0deb3a0fb19ae1,Masters
51653,~01233e7beaeb8e095c,
51654,~0108e05aaaa4448117,Bachelors
51655,~01a511579a1c2ae975,Masters
51656,~0146d9b8693969caa3,Masters
51657,~012aebb99f93b31134,Bachelors
51658,~01492a437149a85019,
51659,~013ed5d84dee34305b,Bachelors
51660,~010ac1235608ff8644,Masters
51661,~017fc5624820961717,Masters
51662,~01275ab8198e1293c7,
51663,~0163d90eb7c97d9e04,Bachelors
51664,~01c2403a341627a0e5,PhD
51665,~01deb33b958309111f,PhD
51666,~01d11740ed76d0f95b,Bachelors
51667,~0119ab3e1c33d39a4f,Masters
51668,~01f73dc45d5a596922,other
51669,~01699e6d3bf9ad4f55,
51670,~01647e8ed7994686d6,
51671,~0133eb569c0caeb416,Bachelors
51672,~01fc47b73b05955704,Bachelors
51673,~017149bffecf3c550b,
51674,~01096421d49ab189cf,Masters
51675,~01fd41ad1004930801,
51676,~01d803fab587b5d6df,
51677,~019ed6d0b9600c4e04,Bachelors
51678,~01ecd3d9adb9b33911,Bachelors
51679,~015c1fd19d62d5c117,PhD
51680,~01aaa152a8b352998c,
51681,~01768e384e7fe0627a,Bachelors
51682,~01bc6264c424992730,Masters
51683,~01116e0c040b26b981,
51684,~015a298e9e7b0f62f9,Masters
51685,~0185436d2f5b5a1a1a,Bachelors
51686,~0140e27fe907ceb52f,Masters
51687,~016446fa1221eba909,Bachelors
51688,~01bd67d4bf4823244e,Bachelors
51689,~016212ec100f4e0c0d,
51690,~0194edc6d9b36b3f79,Bachelors
51691,~01d9d21c33b1f024a3,
51692,~0194fd677e00c800c4,Bachelors
51693,~012f0bb3dd6fe8e7de,Masters
51694,~01a5bbc36eedaa24fe,
51695,~0194fbb4e4928b46d4,
51696,~013ae28c9e86e239bf,Masters
51697,~011f91f16468599ced,Masters
51698,~01863982b0fdefe684,
51699,~01390cb9079441d9da,PhD
51700,~01bfa5328934dc664f,Bachelors
51701,~01b5f58b2d00ef9d18,Bachelors
51702,~01f46ed05a496d1597,Bachelors
51703,~0131683bc46f306b52,Bachelors
51704,~010565d5707bf3c0c2,Masters
51705,~019164091aa20ab60d,Bachelors
51706,~0154acfccd96f875a8,Bachelors
51707,~0128136cb58d779663,Bachelors
51708,~015bf6fee4ea92dab1,Masters
51709,~01ffac31f2e9cbd9c4,
51710,~01d7520fc451764479,Masters
51711,~01d34ec1e1d19e1ecd,Bachelors
51712,~01bb289cc8e7ee776b,
51713,~01188997a2285ec13e,PhD
51714,~016c79bca0df3077c2,Bachelors
51715,~012c8fee5c70cb705b,Bachelors
51716,~01576ef48dec6c3a07,PhD
51717,~014dc2a2dd49683cf8,Masters
51718,~0183b257c38febd0ef,Masters
51719,~01c2dc3d186a15c530,Bachelors
51720,~0169bfc7c8601c3d64,Bachelors
51721,~01eda7f45a8db5562a,Masters
51722,~01c9420dc786cc1581,PhD
51723,~014741626ff1813e76,Bachelors
51724,~016cf8a9d95b1f2d73,
51725,~01957eb5d59092dbf8,Masters
51726,~01d6b6ebc8b0e96c6d,Bachelors
51727,~011a3bcc7373f7a86b,Bachelors
51728,~01e60ce25a323392d9,Masters
51729,~01ba2538035d804adc,PhD
51730,~01475da0b794034b25,Masters
51731,~010b8f39ef7fa0aa2e,PhD
51732,~016042942b4b59a207,PhD
51733,~019948949852e4efd0,Masters
51734,~01e69984d1198bae2f,Bachelors
51735,~0171c4dafa3bdff98c,Masters
51736,~0166130383611cce1a,
51737,~0198727d9569636edc,
51738,~016ac6b255dee58c47,Bachelors
51739,~019419f9696ad0ce21,Masters
51740,~01b11b6f60133216ce,
51741,~01e1df003d6ae85123,Masters
51742,~0165c7fc6edf0f3130,Masters
51743,~011074de256680334c,
51744,~012e3c948d7f11c173,
51745,~019fca3bfe1e26fe10,
51746,~013393e6a7b91b44bb,Masters
51747,~01073c943a943fd868,Associates
51748,~0100424ca22c77f6b4,Bachelors
51749,~015d0b0d876a1bb228,High School
51750,~013e53f33e5b8706ef,Bachelors
51751,~016c336917bb9fa570,Masters
51752,~01a3f7615fc47fc864,Bachelors
51753,~01565733eb8f49c2b2,
51754,~010ce358e034f0fc71,Masters
51755,~010cf01347ef92bfd6,
51756,~010718bc5bafd83ee3,Masters
51757,~017b434e50bb9bdc38,
51758,~01b0ffb13fe45f007a,Bachelors
51759,~01e7707ab824642ef1,Bachelors
51760,~019818646c7d6ef503,Bachelors
51761,~0106a5b49d454edccf,Masters
51762,~01366b8a1412d8a263,Masters
51763,~017c6d74dc03e2d752,Masters
51764,~01aaac72b6949d39f7,Bachelors
51765,~01a69aefbe7df3e175,
51766,~01b646ba75d2e334b5,
51767,~0197f58e32ee74e4a0,Masters
51768,~0146b62f74e6732dac,Masters
51769,~01071bb173dfd0a9f6,Masters
51770,~0187a8b7d353bf3608,
51771,~01f030fb5e3e567e03,Masters
51772,~01942781478ed2ecbe,Bachelors
51773,~012fb88e16105c3c4d,Masters
51774,~0110a88e963eca4cec,Bachelors
51775,~01af095cec1a236401,Masters
51776,~010ac177d9a545addc,High School
51777,~0169b5e5f029af9f14,Bachelors
51778,~0107cf6b1342a576db,Bachelors
51779,~01e60e91fd8f9bf844,
51780,~0174be93876f35c725,Bachelors
51781,~0191261f946e400c18,
51782,~0189efbc7559251826,
51783,~017047ad095e81b68c,PhD
51784,~01a85ed47bed1dcf4c,Masters
51785,~018a828cbb18e9b600,PhD
51786,~01c8004f640fc35423,Masters
51787,~01d508dc267037c704,Masters
51788,~010a4013a0adcfcc37,Bachelors
51789,~01ff98bf1538f92666,Bachelors
51790,~0145670100dca910f2,
51791,~01b5ee0c3d57980cef,Bachelors
51792,~012f2d205c00fd6964,
51793,~0193f0996408860812,Masters
51794,~01372f12383d61b8ca,Masters
51795,~0119d3c64b6310a920,Bachelors
51796,~01762665457ad22a7f,Masters
51797,~012df66b9a3673ad2a,Masters
51798,~01ad5ec476d0f6a4c4,Masters
51799,~0198cf5146882fbc27,Masters
51800,~01e33c76061c94ff1f,Bachelors
51801,~01ed8679185e298337,Bachelors
51802,~01a8aa5a8867119705,Bachelors
51803,~015a10be4f790cb37c,Bachelors
51804,~012472d46b3f474d8c,Masters
51805,~0171504048b5bc1d6a,Bachelors
51806,~01ebd761176ce820b1,Masters
51807,~010acfe18cb8012c7c,Masters
51808,~0154bd8bd710610fd6,
51809,~010a8365be214f92ae,Masters
51810,~0120713f306ab0138a,
51811,~011806309db36e678e,Masters
51812,~01ab8f9e506fde1a63,Bachelors
51813,~0135a2b5d8ac71a63f,Masters
51814,~01f82b570e042e8f22,
51815,~015f9122c1fd225edf,Masters
51816,~01becb29a7c9ae2b27,Masters
51817,~0188e23e42bd2eca5a,Bachelors
51818,~01d8152b82ae13d1ea,Masters
51819,~010dca247c67742e3a,Masters
51820,~010ad289ae969c4ffd,Bachelors
51821,~019fa8095235f05a03,Bachelors
51822,~01a7801b163411d4b0,Masters
51823,~0169de780ab6ffb59b,Bachelors
51824,~012d3eb2e9002ba46c,Bachelors
51825,~0130d0a5248eed89cc,Masters
51826,~019864f2f76d512418,Bachelors
51827,~01e5f409493e61fa05,
51828,~01c4aebcbca94bd647,
51829,~0157c9bf2f8d2b874a,Masters
51830,~01222bdefc74d2d930,Masters
51831,~01aa12445d13bc9f89,Masters
51832,~0105e1434cecfe1c31,
51833,~012dc15a38ec658529,Bachelors
51834,~018da1aabbf3a4ad15,Masters
51835,~0138043c3acdee0815,PhD
51836,~017760c44cc0bc2307,Masters
51837,~010f4060d2e7c35d8d,Bachelors
51838,~01e81dde0b97a7894d,Bachelors
51839,~0130c9c34b9bbba8af,Masters
51840,~015fc03a4a1976a8f2,Bachelors
51841,~01075be7b9b02fe51b,Bachelors
51842,~01b65fcf33ed4fb822,Bachelors
51843,~01a32975fec8ac45f2,
51844,~0184b7638d6d00fa88,Masters
51845,~01c51e21ff174edf39,Bachelors
51846,~01398d10f7bb0ddbe4,Bachelors
51847,~015c7b9fc35fe2d4e9,PhD
51848,~01dbe901152685d341,
51849,~01a894b87adc4d8610,Bachelors
51850,~01253d8501ce86439a,Bachelors
51851,~01d707361c95abed28,Bachelors
51852,~01012e6432d6df7858,Masters
51853,~01de1c57242efb02d7,Masters
51854,~017d00024158294c23,Bachelors
51855,~010051baf7f733059f,Masters
51856,~019d82486cf7992a42,Bachelors
51857,~011f98304b60356765,Bachelors
51858,~010d841f3c63e5c4ec,Masters
51859,~013cb3b187ab969511,Bachelors
51860,~019f0c088198642217,Masters
51861,~01c9557102d1176a92,Masters
51862,~010dc3f117bf43b013,Masters
51863,~01f4f75b8d89f3639d,Bachelors
51864,~010570ead834d7ad4d,Bachelors
51865,~01dd6890c0f44249cc,Bachelors
51866,~0169169c8810079fa3,Bachelors
51867,~01da452a1ffec94b99,Bachelors
51868,~019583cbd9a5b58c7c,PhD
51869,~0188becb8c8e17799d,
51870,~0126a21fb8b869a53d,Bachelors
51871,~0140c98fe17d80cf83,Bachelors
51872,~01b2e2c5505a2da14c,Masters
51873,~014d9483748fcf1e29,Masters
51874,~01b2bf14ddd0d494fd,
51875,~01cb868901a33421d0,
51876,~01dd5fa17690fe8f59,Masters
51877,~012e7b06a4f27dd199,Masters
51878,~01f47bec6328058ea4,Bachelors
51879,~01c0b727854094917f,Masters
51880,~018a4a7c2de053774e,Bachelors
51881,~01e68ea107328a355d,Masters
51882,~01a36aff8c2c8c7c7e,PhD
51883,~01b8bfa4d976c27c63,
51884,~01a813a51a0b9c9017,Associates
51885,~01c4706e97b01e803b,
51886,~01e25a73f700491cea,Masters
51887,~018baf4606c6f27f26,Bachelors
51888,~01f142af6f0abad8a1,Bachelors
51889,~01d1d5adcbeaab48c8,PhD
51890,~01d2cd045a80685be2,Masters
51891,~01e6e1e5f1508c8b06,Bachelors
51892,~01058998ac6bd1222b,Bachelors
51893,~01144fe1848fe5c91e,Bachelors
51894,~01c779e95ff083e30e,
51895,~0172d70fefde17dd1f,Bachelors
51896,~018331422521f4a0f6,Masters
51897,~0103c4311d67dbea8e,Masters
51898,~01f4a07bb59c45c43e,Masters
51899,~01d9da8f1a5ebd716b,Bachelors
51900,~01f25ae20226ae1f0f,Masters
51901,~01da660b1798929e30,
51902,~011ce5a71015f2d5ca,PhD
51903,~01f2773b94f13fe8e8,
51904,~014009e9b65e8bfe84,Masters
51905,~0123731acc60d9bbaa,PhD
51906,~0100b762ad9406152a,Bachelors
51907,~015c5c12eb4dedd2a1,Masters
51908,~018d90e5ca34b6b611,Bachelors
51909,~013a3533e8e641919b,Bachelors
51910,~01cefe9e9600e05462,Bachelors
51911,~016e5368f08c87c754,Bachelors
51912,~01d06b86d7250b95f9,
51913,~0121b37ebd74ae1305,Masters
51914,~010ee32cc9489c005e,Bachelors
51915,~015980ddb189062c54,Bachelors
51916,~0183a541da6df16ade,Bachelors
51917,~01e7a9e769fbd3d349,Bachelors
51918,~0120fd4cc6f893c250,Masters
51919,~01746ad5f4f6f011c8,High School
51920,~01ed4eb68c5f57fd99,Masters
51921,~0102fa61e9dae6ba14,Bachelors
51922,~010ca82b7022788f9d,Masters
51923,~01a8db3476d9949c46,Bachelors
51924,~01e4475629bb1e09cf,Masters
51925,~0137c6820a1a1f1bbf,
51926,~0191a87f24fc47dffc,Masters
51927,~01cf4f58ffa7f12e3e,Masters
51928,~01c6711ef472707b05,Masters
51929,~01f215b51c291a1fbf,
51930,~01a0e96a1651e5d856,
51931,~01f88d45754e6f7f96,Bachelors
51932,~014b1af402a21e9ac2,Masters
51933,~0136fb1712450138ce,Bachelors
51934,~014edd719e081c99a8,
51935,~01e2cea9bd10c4984f,High School
51936,~012b1bf630fd3ff0fe,Masters
51937,~01da2b6f77f41db2a8,Bachelors
51938,~0112acfc7225bbd5fb,High School
51939,~01e09be415474ad298,Bachelors
51940,~01c4af88f628aa36d5,Bachelors
51941,~01088b40413bdd2a5f,Bachelors
51942,~012567228249383d39,Bachelors
51943,~019395263453f7dbb2,Masters
51944,~01d98edbce6179debe,Masters
51945,~01b3dcb612b33e0b95,
51946,~019f1e7abe55cbd031,Associates
51947,~016466ce8bf5ec7ff3,High School
51948,~018ae17a51350f431f,Bachelors
51949,~012ce3cd9f63f5df72,
51950,~01fac1b1b73d3f1982,Bachelors
51951,~01bf0143c06795162a,Masters
51952,~01ee111eae4d4e8baf,Bachelors
51953,~012b5382443576bb39,
51954,~016ad37279110761fc,
51955,~01fd784f44bfd7644f,Masters
51956,~01c351c56a47482c81,Bachelors
51957,~01fc60b6a93503d237,Bachelors
51958,~01e3aafc4656dadc1f,Bachelors
51959,~019b85fce28700acf6,High School
51960,~018e1056f1aeda7a66,PhD
51961,~010fc3b376682b0b22,Masters
51962,~01bce7c3ed550dedfc,Masters
51963,~01df0b6ea7605ad79d,Bachelors
51964,~01a6f2a412d2751270,Bachelors
51965,~014277b013dd3db3b4,Bachelors
51966,~01f66cb0ae415198b4,High School
51967,~0135aa954925b2cd74,Bachelors
51968,~01f326074cbd42256d,Bachelors
51969,~01e35e737997a67512,Masters
51970,~01bfde5cb23f607ab8,Masters
51971,~01e984f8213fadac12,Masters
51972,~01bada5d90fd6123cf,Bachelors
51973,~01bebfbe3dbf896d2e,Bachelors
51974,~011f214c80d6363dd6,Bachelors
51975,~01a2b6250ddf7242e8,
51976,~01ba0012a4f41e0600,Bachelors
51977,~016437886e527136cc,Masters
51978,~019fc77f28fb149f54,Bachelors
51979,~0126cce0abf99a00d1,Bachelors
51980,~013d600b4ee885419f,Bachelors
51981,~0166085d1cd3d2fa4c,
51982,~01ab18c8605a56e704,Bachelors
51983,~015360cc474c1aa55e,Bachelors
51984,~01d602c6555c9780ba,
51985,~0164176bde2d741dca,Bachelors
51986,~0143fa83eef3e61e01,other
51987,~01d3aa8282ae61d4d1,Bachelors
51988,~01d01727236052d876,Masters
51989,~011691bc1b8aafa4b3,Masters
51990,~01cfa7c6ccc6af7c14,Masters
51991,~01af434c3fa12e5abb,Bachelors
51992,~015b0c8a6e015a3c70,Masters
51993,~011e7745d638ef0cf6,Masters
51994,~01916ee063690b5f7d,Bachelors
51995,~01b75863e9467a6de2,Bachelors
51996,~014d222528c1eb1ec8,Masters
51997,~019a63e7a303caa7c9,Masters
51998,~015fd87f502e32e24d,Bachelors
51999,~012945c134397eda4b,Bachelors
52000,~01eb2c188d0a29cebb,PhD
52001,~01ab35b88741848c60,Masters
52002,~012b6d8054f26b2080,Bachelors
52003,~01ee68efb784d15c2d,
52004,~01968e50c0fd64e9ca,High School
52005,~01faa7f0bae4d5861e,
52006,~01fb6cf61e009823b2,Masters
52007,~01c126663a8927121c,
52008,~01d3a60f9fccf9492c,PhD
52009,~01e4cdc68f184cb748,Bachelors
52010,~01328ce8e7fc4d60a5,Bachelors
52011,~0171eb48f5e4d4a7bf,Masters
52012,~013494c679458490b0,Masters
52013,~01bad1c18a5ae6d808,Masters
52014,~0182e7c94ed05297af,Masters
52015,~01e4d773716c0bae0e,
52016,~01a96b66fdc4a69915,Masters
52017,~0141f6fca4ed9316ae,Masters
52018,~01f95f053a9175235a,Bachelors
52019,~0176b0bc273318d3f7,Masters
52020,~013aa90a879e105210,Bachelors
52021,~01eac67157d1486e06,Masters
52022,~01aa5f4313cdba1e38,
52023,~01fb19b520b8bb69c3,
52024,~012f47e6c1c9501817,Masters
52025,~01d2f6bbd888da71ab,High School
52026,~01c80a5e516ecfce6e,
52027,~01976769b8a0cb3fea,
52028,~010564362c0038cd33,Bachelors
52029,~0160e929b91c0f970a,Bachelors
52030,~0188a2df60231f9086,Bachelors
52031,~018d9a1ad468f10050,Associates
52032,~018f352e14122142cf,Masters
52033,~01177289816a35af77,
52034,~01c7b2fde43c00148e,PhD
52035,~018d58d7e3c45bf3c2,Bachelors
52036,~012244b53939e7be94,
52037,~018313a165640b1530,
52038,~01116266f57219a97a,Bachelors
52039,~018f15c3a9b469b1b0,Masters
52040,~01e7e948922d88dbeb,Bachelors
52041,~01bc260f850e964619,Masters
52042,~017d1e20929df37713,Bachelors
52043,~0143d687075e4415f3,High School
52044,~013dfbad2cd8f816b0,Bachelors
52045,~019c8b0733c894b4dc,Masters
52046,~0127ba858b738731f8,Bachelors
52047,~01254c7ce16feaa7c3,Masters
52048,~010333683b50e9ddd8,Bachelors
52049,~01d2a61bf8472a75d2,Bachelors
52050,~01cd912d8828de4d29,Masters
52051,~010fc5aaa25021e14d,Masters
52052,~012857ec477a73c038,Bachelors
52053,~013ff8ff23003c7e0d,Masters
52054,~01802d0576579aa179,
52055,~01067126784a03654a,MD
52056,~0172683bda3075e3d3,Masters
52057,~010712e66a07e31a86,Bachelors
52058,~01d0ac353691bdbb73,Masters
52059,~0189ff598e70319040,Masters
52060,~01459b97c8a0e10f12,Masters
52061,~0174268ecf42f706fc,
52062,~017a1140d85ed8d3c2,Bachelors
52063,~01120bc5974da9e6ae,Masters
52064,~015a4119a020a663b6,Bachelors
52065,~01f79ffde2c29fcea8,High School
52066,~010ede7c09ec6eea93,
52067,~013fa55e6409cd07a6,
52068,~01987dc70511faebc2,Masters
52069,~0115c8174fe591ea26,Bachelors
52070,~01f10499e23113e166,Masters
52071,~01a4fee9a146a6578b,Bachelors
52072,~01ae1999032ccfb3a7,Masters
52073,~01c5193cfb76299a79,Bachelors
52074,~01830de7677236bd9b,PhD
52075,~01c2569f9a09210bd2,Masters
52076,~01fb20368226321d82,Bachelors
52077,~01573f9bc30fe17b2f,Masters
52078,~01ed5626b6afd39f5d,Masters
52079,~017f694a14724a9973,Masters
52080,~01fad9a3763bdbe568,Bachelors
52081,~01975d3aee37e65cb4,Masters
52082,~01f9b3b8f915887b4d,Bachelors
52083,~019cf831fdc18f28b2,Masters
52084,~01431ad142abba7584,
52085,~0151f1c35542e2d91a,Masters
52086,~0106a2702839fde88f,Masters
52087,~01fc0b22addf44f4bf,High School
52088,~01ce68c3369cbeb164,Bachelors
52089,~0116e0a9d8e341899a,Bachelors
52090,~017ce3f4445ba4a40d,Masters
52091,~0129fa8b62ae5e45c7,Masters
52092,~0116693a2054e55855,Bachelors
52093,~01e24ba28f2ff31369,Bachelors
52094,~0186860bf17ac23058,Masters
52095,~01a982cadcc7052468,Masters
52096,~0123d0dfbf4363df70,Masters
52097,~01fcd72db6a69105d5,
52098,~01b8e1b8c64136f91b,Bachelors
52099,~01926b6aaa60198e9b,
52100,~01d882b9e67df08e36,Bachelors
52101,~0144f4d040107a07ca,Masters
52102,~01dc33244b3de058c4,Bachelors
52103,~012325f7fb683d3d38,JD
52104,~0176a1a0ae394aeda8,Masters
52105,~01dc3a5ca55d27d037,Bachelors
52106,~0121e82b8fff5c8db3,Masters
52107,~0121f832a8d2925990,Bachelors
52108,~01d91712c576bc911b,Masters
52109,~018dc3f226aa2403bb,Masters
52110,~010892088c9ff39c34,Masters
52111,~01ef45f79b229449ae,Bachelors
52112,~01eb441738f7e3b99d,PhD
52113,~01c06ce80fbe205b8b,other
52114,~0111000e77bc4bd99a,Masters
52115,~0144143fd7111ec9cd,Masters
52116,~017b9b7bedaff489ec,Masters
52117,~013276cf609590a22a,
52118,~017d58bf429888e877,Masters
52119,~01678543eb9510a782,Masters
52120,~01b3dafc459091bb48,
52121,~01c9ad82353f26b320,Masters
52122,~017f26c360c95d3f35,Masters
52123,~012bae36b637ad0ed3,Bachelors
52124,~01a2109925a565895f,Masters
52125,~011d3a39590641ec73,Masters
52126,~018a00606393a28101,
52127,~014f69e1a0b5b51ac7,Masters
52128,~017982481a36bf64c0,
52129,~01e19cba8ebe88f6a2,Bachelors
52130,~01ecb382f70126178c,Masters
52131,~01a7263324cc29ce07,Masters
52132,~01715ac7aa2189f74e,High School
52133,~01fd3725f5c50eb2d4,Masters
52134,~01b0384b3ff1675c00,
52135,~010fc54845a0ffa9b2,MD
52136,~01e3e82a7c8b2e3e9b,Bachelors
52137,~0116f815f68ec06fea,Bachelors
52138,~019cb0b2e81e8ecdd8,Bachelors
52139,~012a2ecb9d1ce48370,
52140,~01a374a654c1915bb8,Masters
52141,~0123f35a3ded951dbd,Masters
52142,~0101c82ed672951988,Masters
52143,~01b69ffa65d35b8814,Masters
52144,~015f2c3513ca31da0b,Bachelors
52145,~01ce5ce032c0c71d25,Masters
52146,~01a886fdfb2441d699,Masters
52147,~01d3e10ac90c9ed4ff,Masters
52148,~01a9e23670533f8618,Bachelors
52149,~01a7c6ae207bcdeda4,Masters
52150,~018061b47d14fedba6,Masters
52151,~0199c4e2e41e3957fd,Bachelors
52152,~01e3e44be22ce2e8c0,Masters
52153,~01ae6740987bbc4b43,Masters
52154,~01cbb8399c3aa5e9b3,Masters
52155,~016e08835d2a0d8fff,High School
52156,~015df8db4bfeca38a2,PhD
52157,~01522f3ba7a45dd983,Masters
52158,~01363cf6c657a598ab,
52159,~01294886486a4fff95,
52160,~012e93d920d912b567,Masters
52161,~015cd0e35e32987b2b,
52162,~01eb8dae6540401bf3,Bachelors
52163,~01e91e5a44fdb1e351,Bachelors
52164,~0150043ee4564efce2,Masters
52165,~0184a544525c393069,High School
52166,~01f54d10c584d24a2a,PhD
52167,~0137cf3a58db1189c9,
52168,~017c2b40b70a186375,
52169,~0158f7bc2cdf1c766c,
52170,~01d070edb2a941e8e0,Masters
52171,~013153e63536bfe3bf,Masters
52172,~018c63929c63370adb,Masters
52173,~01030359c37959fa0c,Masters
52174,~01ede93d1f56c97454,Masters
52175,~01ba898e0af1053e18,Bachelors
52176,~013dd1d08a98b298ed,Masters
52177,~018dcb4ad84e9517b7,Bachelors
52178,~0136587293aa599900,High School
52179,~0148e4ba2839e09386,Bachelors
52180,~015f11c658947b4daa,Masters
52181,~01ddc644ea4e20b567,Bachelors
52182,~01e5750d9b9fe29093,
52183,~01ea519639e4415ecf,Masters
52184,~01df7d3527deeed01a,Masters
52185,~01ff36ac91ad8bfb44,Bachelors
52186,~011878473ab0644e0b,Masters
52187,~01e9ff2641431d24e8,Masters
52188,~01737b02952ef752dc,Bachelors
52189,~01042a30824a079be3,PhD
52190,~01637e21038fefdc85,High School
52191,~01f20efa86af7b356d,
52192,~010281a9dddf7a96bd,
52193,~01dea75414de25591c,Bachelors
52194,~01a8b379fc818a19bd,
52195,~0181b8c07e9019e88e,Masters
52196,~01a68f77ef1fd12c61,Bachelors
52197,~01367df53b68d171db,Masters
52198,~017bcc4c9bf3f32d49,Bachelors
52199,~0131b6a47181cabfd7,Bachelors
52200,~01a00998f6c5db46cc,Masters
52201,~01bb943c8bac69b24b,PhD
52202,~01ec6aac7920689ca7,Bachelors
52203,~016a0c93fd5a7a213e,Bachelors
52204,~013a3a5f8a7d915982,Masters
52205,~018816c243a49bedd9,Masters
52206,~0108cda96235c596b8,Masters
52207,~0131f03d8b6bd1c2ae,Masters
52208,~01849f1de4cd65e8ed,Masters
52209,~01dedfa0785faf3e93,PhD
52210,~0170e249c5a9a39618,
52211,~012cb4b90dfba1d843,Bachelors
52212,~014f9fc8f07cb8ddd8,Masters
52213,~01bea9a6e481734137,Bachelors
52214,~01b8e4c7dfc0c99ef3,Bachelors
52215,~01b85cf0e86b466560,Masters
52216,~01b475f98076682d84,Bachelors
52217,~0189140c5a03413b23,PhD
52218,~01123d0c55de5353e2,Masters
52219,~0126214f62cba0881b,Masters
52220,~0113a1d6c8ec29e07c,
52221,~013506696fca0ad7c0,Bachelors
52222,~01297f485fde71083c,Associates
52223,~01c80324f34bdf5b11,
52224,~0189f44d8490279e28,Masters
52225,~0112c93ae3debd92cb,other
52226,~01c8d8af7691cfe488,Masters
52227,~015a7a1f7a0702632a,Bachelors
52228,~019f9f43cb81c71b1e,Bachelors
52229,~0189061c7473ab2e42,Masters
52230,~01e5843b3bb72df322,Masters
52231,~01dc2dc9cf6965c60b,Masters
52232,~019cd11a201d09fa71,Bachelors
52233,~01c9839b8bfd068e21,Masters
52234,~01a074c7c4d2128b65,Bachelors
52235,~0108c579da65c558b5,
52236,~01e239a9140b643252,Associates
52237,~01ae705dd01aa0af3b,Masters
52238,~0157605a4e080f72fa,Bachelors
52239,~01fa556c3af7cb24d5,Masters
52240,~01403d5130a364d05b,Masters
52241,~01c9cd19fd51590638,Bachelors
52242,~01d1ef090b8c98ee0a,Masters
52243,~017458806e0b743fda,PhD
52244,~0154d0a1209189317c,Bachelors
52245,~01c80ff8bbf72d0aa3,Masters
52246,~01375ee578521da769,Masters
52247,~0155b6427f4d0b366b,Masters
52248,~01b99b0d44996a012f,Bachelors
52249,~01d23e91a926abbb19,Bachelors
52250,~015b58e68ddf43c737,Bachelors
